source_institution,parent_title,publication_date,year,month,url,document_type,category,region,relevance_score,keywords_detected,date_donnée,ville_commune,domaine,thème,intitulé_de_l'indicateur,source,donnée_indicateur,,mission_1,production_du_rapport_de_mise_en_œuvre,n°,bet,adresses,telephones,projet,taux_d’exécution,montant_ttc_+__moe,commentaires,date,city_town,domain,theme,indicator_title,data,villes,projets,cible_indicateurs,villes_projets,livrables,adamawa,"real_estate_agents:_
________________________________________total:_66___
________________________________________valid:_24___
________________________________________expired:_42","test
test",1-,"landlord_miju_sarl

professional_card:
expired

manager:
m._mbah_shupong_michael","aurora_building_materials_company_ltd_“abm”

activity_status:
________________________________
in_activity

manager:
m._tawah_che_crecy",descriptions_et_objectifs_principaux,budget_etendue,avancées_récentes,col_1,col_2,col_3,col_4,col_5,col_6,col_7,construction(*),maintenance,total,site___ville,localisation,superficie,situation,commune_bénéficiaire,métier_urbain,nombre_de_jeune_formé,année,"first_group_holding_company

professional_card:
expired

manager:
m._dima_gabriel","anucam_educational_boobs_plc

activity_status:
________________________________
in_activity

manager:
m.folefac_vincent_anu",structures,localisations,portes,délégations,types_de_logements,t4,t5,ville,type_de_logement,surface_utile_du_logement,coût_de_vente_de_logements_(en_m²),coût_total_de_vente_d’un_logement,"africa_kom’s_&_industry_co.ltd

professional_card:
expired

manager:
m._kommegne_félicien","achaff_sa

activity_status:
________________________________
in_activity

manager:
mme_ndecham_chefon_née_happi_gisèle_flore","abomo_essomba

professional_card:
expired

manager:
m._abomo_essomba","adibime_onana

professional_card:
expired

manager:
m._adibime_onana","africa_power_corporation_“apc”_sa

activity_status:
________________________________
in_activity

manager:
m._assako_ella_emmanuel_delphin","cabinet_2npg_immo_sarl

professional_card:
expired

manager:
m._nguetsop_ndogmo_pascalin_gaston",area,department,indicator,value,historical,n°_d'ordre,région,département,indicateur,valeur,historique,adamaoua,"agents_immobiliers:_
________________________________________total:_66___
________________________________________valide:_24___
________________________________________expiré:_42",formualire_de_connexion,utilisateur:,"agence_pour_la_promotion_fonciere_et_immobiliere_du_cameroun

activity_status:
________________________________
in_activity

manager:
m.aliou_moussa","etablissement_le_matinal

professional_card:
expired

manager:
midja_essogo","etablissement_walid

activity_status:
________________________________
in_activity

manager:
m._ibrahim_bouba","immobilier_régional_du_grand_nord_sarl_«imeno_sarl»

professional_card:
valid

activity_status:
____________________________________
in_activity

manager:
m._alhadji_halidou_bello","société_civile_immobilière_teddy

activity_status:
________________________________
in_activity

manager:
m.amadou_logone","ets_nguekap

professional_card:
expired

manager:
m._nguekap_emmanuel","«les_constructions,_distributions_et_immobilières»_cdim_sarl

activity_status:
________________________________
in_activity

manager:
mme_tanegong_yatabong_cabrelle","avenir_bâtiments_et_travaux_publics_«avenir_btp»_sarl

activity_status:
________________________________
in_activity

manager:
m._ahounang_aboudem_nestor",assainissement,00
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2625,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-14,NGAOUNDERE,Développement social et Élimination de la pauvreté,Transport urbain,Indicateur X2 : Part (%) dans la dépense totale de transport,INS,"1,5 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2625,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-14,YAOUNDE,Développement social et Élimination de la pauvreté,Transport urbain,Indicateur X2 : Part (%) dans la dépense totale de transport,INS,"35,8 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2625,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-14,DOUALA,Développement social et Élimination de la pauvreté,Transport urbain,Indicateur X2 : Part (%) dans la dépense totale de transport,INS,"40,9 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2631,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-14,DOUALA,Développement social et Élimination de la pauvreté,Mortalité maternelle,Indicateur OMD 20 : proportion d'accouchements assistés par un personnel de santé qualifié,INS,"93,6 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2631,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-11,DOUALA,Développement social et Élimination de la pauvreté,Mortalité maternelle,Indicateur OMD 21. Taux de contraception,INS,"37,1 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2631,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-11,YAOUNDE,Développement social et Élimination de la pauvreté,Mortalité maternelle,Indicateur OMD 21. Taux de contraception,INS,"41,2 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2631,html_with_tables,infrastructure,Est,7.71,"développement, eau, electricité, logement, marché",01-01-11,YAOUNDE,Développement social et Élimination de la pauvreté,Mortalité maternelle,Indicateur OMD 20 : proportion d'accouchements assistés par un personnel de santé qualifié,INS,"92,9 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%263,html_with_tables,land,Est,7.71,"bâtiment, développement, eau, logement, terre",01-01-07,DOUALA,Logement,Assurer le droit à un logement convenable,Indicateur H3 : rapport entre le prix du logement et le revenu des ménages = rapport prix / revenu et rapport loyer / revenu,INS,"11,3 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%263,html_with_tables,land,Est,7.71,"bâtiment, développement, eau, logement, terre",01-01-07,YAOUNDE,Logement,Assurer le droit à un logement convenable,Indicateur H3 : rapport entre le prix du logement et le revenu des ménages = rapport prix / revenu et rapport loyer / revenu,INS,"11,7 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2630,html_with_tables,infrastructure,Est,7.67,"développement, eau, electricité, logement, marché",01-01-14,YAOUNDE,Développement social et Élimination de la pauvreté,Mortalité des enfants,Indicateur OMD 18 : proportion d'enfants de 1 an vaccinés contre la rougeole,INS,"96,5 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2630,html_with_tables,infrastructure,Est,7.67,"développement, eau, electricité, logement, marché",01-01-11,DOUALA,Développement social et Élimination de la pauvreté,Mortalité des enfants,Indicateur OMD 18 : proportion d'enfants de 1 an vaccinés contre la rougeole,INS,"84,8 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,BERTOUA,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2B : Sévérité de la pauvreté (%),INS,"1,4 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,BERTOUA,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2A : Profondeur de la pauvreté (%),INS,"3,9 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,NGAOUNDERE,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2B : Sévérité de la pauvreté (%),INS,"0,6 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,NGAOUNDERE,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2A : Profondeur de la pauvreté (%),INS,"2,1 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,YAOUNDE,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2B : Sévérité de la pauvreté (%),INS,"0,3 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,YAOUNDE,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2A : Profondeur de la pauvreté (%),INS,"1,1 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,DOUALA,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2B : Sévérité de la pauvreté (%),INS,"0,1 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,DOUALA,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 2A : Profondeur de la pauvreté (%),INS,"0,6 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,BERTOUA,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 7. Proportion de travailleurs indépendants et de travailleurs familiaux dans la population occupée,INS,"52,7 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2622,html_with_tables,infrastructure,Est,7.6,"développement, eau, electricité, logement, marché",01-01-14,BERTOUA,Développement social et Élimination de la pauvreté,Pauvreté,Indicateur OMD 6. Proportion de la population occupée disposant de moins de 1 dollar PPA  par jour,INS,"13,1 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-09-17,AKO,Logement,Garantir la sécurité d´occupation,Indicateur C6 : Proportion (en %) des propriétaires ayant un Titre Foncier,BUCREP,4 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-09-17,AKO,Logement,Garantir la sécurité d´occupation,Indicateur C5 : Proportion (en %) des locataires ayant un contrat de bail,MINHDU,12 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-09-17,AKO,Logement,Garantir la sécurité d´occupation,Indicateur OMD 44 : proportion de citadins vivant dans des taudis,MINHDU,41 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,BERTOUA,Logement,Garantir la sécurité d´occupation,Indicateur ID1Cf : Répartition des ménages selon le statut d'occupation du logement - Logé par un parent / ami,INS,"7,7 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,BERTOUA,Logement,Garantir la sécurité d´occupation,Indicateur ID1Ce : Répartition des ménages selon le statut d'occupation du logement - Logé par l'employeur,INS,"1,2 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,BERTOUA,Logement,Garantir la sécurité d´occupation,Indicateur ID1Cd : Répartition des ménages selon le statut d'occupation du logement - Location simple,INS,"52,7 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,BERTOUA,Logement,Garantir la sécurité d´occupation,Indicateur ID1Cc : Répartition des ménages selon le statut d'occupation du logement - Location vente,INS,"0,7 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,BERTOUA,Logement,Garantir la sécurité d´occupation,Indicateur ID1Cb : Répartition des ménages selon le statut d'occupation du logement - Propriétaire sans titre,INS,"16,7 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,BERTOUA,Logement,Garantir la sécurité d´occupation,Indicateur ID1Ca : Répartition des ménages selon le statut d'occupation du logement - Propriétaire avec titre,INS,"20,6 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F1%261,html_with_tables,land,Est,7.6,"bâtiment, développement, eau, logement, terre",01-01-14,NGAOUNDERE,Logement,Garantir la sécurité d´occupation,Indicateur ID1Cf : Répartition des ménages selon le statut d'occupation du logement - Logé par un parent / ami,INS,"10,2 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,AVIS D'APPEL D'OFFRES NATIONAL RESTREINT N° 00038/E/2/AONR/MINHDU/CIPM/2022 DU 17 JUIN 2022 POUR LA REALISATION DES ETUDES DE FAISABILITE DU PROJET DE VALORISATION ENERGETIQUE DES DECHETS ORGANIQUES DU MARCHE « MOKOLO » DANS LA VILLE YAOUNDE (EN PROCEDURE D’URGENCE) - MINHDU,,,,https://www.minhdu.gov.cm/avis-dappel-doffres-national-restreint-n-00038-e-2-aonr-minhdu-cipm-2022-du-17-juin-2022-pour-la-realisation-des-etudes-de-faisabilite-du-projet-de-valorisation-energetique-des-dechets-organ,html_with_tables,development,Est,7.5,"appel d'offres, projet",,,,,,,,,Mission 2,Production d’un rapport d’Avant-projet Sommaire (Établissement d’un bilan diagnostic de la situation actuelle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,AVIS D'APPEL D'OFFRES NATIONAL RESTREINT N° 00038/E/2/AONR/MINHDU/CIPM/2022 DU 17 JUIN 2022 POUR LA REALISATION DES ETUDES DE FAISABILITE DU PROJET DE VALORISATION ENERGETIQUE DES DECHETS ORGANIQUES DU MARCHE « MOKOLO » DANS LA VILLE YAOUNDE (EN PROCEDURE D’URGENCE) - MINHDU,,,,https://www.minhdu.gov.cm/avis-dappel-doffres-national-restreint-n-00038-e-2-aonr-minhdu-cipm-2022-du-17-juin-2022-pour-la-realisation-des-etudes-de-faisabilite-du-projet-de-valorisation-energetique-des-dechets-organ,html_with_tables,development,Est,7.5,"appel d'offres, projet",,,,,,,,,Mission 3,Production d’un rapport d’Avant-projet Détaillé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,AVIS D'APPEL D'OFFRES NATIONAL RESTREINT N° 00038/E/2/AONR/MINHDU/CIPM/2022 DU 17 JUIN 2022 POUR LA REALISATION DES ETUDES DE FAISABILITE DU PROJET DE VALORISATION ENERGETIQUE DES DECHETS ORGANIQUES DU MARCHE « MOKOLO » DANS LA VILLE YAOUNDE (EN PROCEDURE D’URGENCE) - MINHDU,,,,https://www.minhdu.gov.cm/avis-dappel-doffres-national-restreint-n-00038-e-2-aonr-minhdu-cipm-2022-du-17-juin-2022-pour-la-realisation-des-etudes-de-faisabilite-du-projet-de-valorisation-energetique-des-dechets-organ,html_with_tables,development,Est,7.5,"appel d'offres, projet",,,,,,,,,Mission 4,Notice d’Impact environnemental et social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,AVIS D'APPEL D'OFFRES NATIONAL RESTREINT N° 00038/E/2/AONR/MINHDU/CIPM/2022 DU 17 JUIN 2022 POUR LA REALISATION DES ETUDES DE FAISABILITE DU PROJET DE VALORISATION ENERGETIQUE DES DECHETS ORGANIQUES DU MARCHE « MOKOLO » DANS LA VILLE YAOUNDE (EN PROCEDURE D’URGENCE) - MINHDU,,,,https://www.minhdu.gov.cm/avis-dappel-doffres-national-restreint-n-00038-e-2-aonr-minhdu-cipm-2022-du-17-juin-2022-pour-la-realisation-des-etudes-de-faisabilite-du-projet-de-valorisation-energetique-des-dechets-organ,html_with_tables,development,Est,7.5,"appel d'offres, projet",,,,,,,,,,,1,AFRICA HOLDING SERVICES SARL,BP : 2 911 Yaoundé,694 035 330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,AVIS D'APPEL D'OFFRES NATIONAL RESTREINT N° 00038/E/2/AONR/MINHDU/CIPM/2022 DU 17 JUIN 2022 POUR LA REALISATION DES ETUDES DE FAISABILITE DU PROJET DE VALORISATION ENERGETIQUE DES DECHETS ORGANIQUES DU MARCHE « MOKOLO » DANS LA VILLE YAOUNDE (EN PROCEDURE D’URGENCE) - MINHDU,,,,https://www.minhdu.gov.cm/avis-dappel-doffres-national-restreint-n-00038-e-2-aonr-minhdu-cipm-2022-du-17-juin-2022-pour-la-realisation-des-etudes-de-faisabilite-du-projet-de-valorisation-energetique-des-dechets-organ,html_with_tables,development,Est,7.5,"appel d'offres, projet",,,,,,,,,,,2,Gpt AGRO BIO ENERGY / E-SOLUTION AND PARTNERS,BP : 3 211 Yaoundé,652 96 32 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,AVIS D'APPEL D'OFFRES NATIONAL RESTREINT N° 00038/E/2/AONR/MINHDU/CIPM/2022 DU 17 JUIN 2022 POUR LA REALISATION DES ETUDES DE FAISABILITE DU PROJET DE VALORISATION ENERGETIQUE DES DECHETS ORGANIQUES DU MARCHE « MOKOLO » DANS LA VILLE YAOUNDE (EN PROCEDURE D’URGENCE) - MINHDU,,,,https://www.minhdu.gov.cm/avis-dappel-doffres-national-restreint-n-00038-e-2-aonr-minhdu-cipm-2022-du-17-juin-2022-pour-la-realisation-des-etudes-de-faisabilite-du-projet-de-valorisation-energetique-des-dechets-organ,html_with_tables,development,Est,7.5,"appel d'offres, projet",,,,,,,,,,,3,GEST,"BP : 33 906, Douala",233 14 78 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Housing and Urban Development,BASE DE DONNEES URBAINE DU CAMEROUN,,,,https://www.minhdu.gov.cm/observatoiresf/web/fr/indicateurstheme%3F2%2620,html_with_tables,infrastructure,Est,7.49,"développement, eau, electricité, logement, marché",01-01-14,DOUALA,Développement social et Élimination de la pauvreté,Favoriser l´intégration sociale et l´aide aux  groupes défavorisés,Indicateur H10 : ménages pauvres = pourcentage de ménages pauvres d´une part et de ménages pauvres dirigés par les femmes d´autre part,INS,"2,2 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
